,S,U1,U2,U3,U4,W1,W2,W3,W4,R,Sv,V1,V2,V3,V4
438,0.033520698730352946,7.334043518736685e-26,9.434197542978897e-06,0.0006036681114075764,2.4120227773900563e-05,1.4431521455421684e-10,0.00010467617029926315,0.011349244263515296,0.8812415308753059,6.073146627279494,2.233529876639588,8.375040495142312e-26,1.1879217759811625e-05,0.0008048803548555191,0.0005114373443701097
439,0.035281454647636476,5.599680407032396e-26,7.75229374106064e-06,0.0005317837426794204,1.5945679982586985e-05,1.441181810865629e-10,0.0001122834020182946,0.01185515107106144,0.880541983920129,6.071653645098642,1.6850738880867422,6.060580905606288e-26,9.16695579353712e-06,0.0006614235804220766,0.000317719155197011
440,0.03704651330618194,4.11664054752865e-26,6.065814225421648e-06,0.00044141725237867264,1.045609099461862e-05,1.4396418400995755e-10,0.0001183831585772333,0.012288307840707937,0.8799368805980532,6.070151975794925,1.2136224938477624,4.2194285928513105e-26,6.722993043104658e-06,0.0005106315083530774,0.0001963671819894358
441,0.03881517015665026,2.9193496730853533e-26,4.528924980543485e-06,0.0003460722084775866,6.798542836972133e-06,1.438443860396814e-10,0.00012304279970969955,0.01263774352848778,0.8794259601437463,6.0686406835512745,0.8260244718055737,2.835212548503148e-26,4.70268326515226e-06,0.00037177530892163537,0.00012078348381731158
442,0.040586696539265,2.002563706546835e-26,3.2372601664171684e-06,0.000257240370937969,4.383747950656984e-06,1.437508841139206e-10,0.000126441744052993,0.012904101681883898,0.8789978507353462,6.067120047776654,0.527909342937106,1.8472183474187146e-26,3.154874900905448e-06,0.0002568823105311489,7.397961881452981e-05
443,0.04236035330884215,1.3338245187642993e-26,2.2258732382053892e-06,0.00018231082045171046,2.804914602475625e-06,1.4367666399515676e-10,0.00012881705039116106,0.013096718581552444,0.8786355099980783,6.0655912593091745,0.3236098560081395,1.1743563462073186e-26,2.0462822993164854e-06,0.0001700677136741063,4.516020204180831e-05
444,0.044135451988549575,8.669854076873774e-27,1.4818131024344479e-06,0.00012417263960021836,1.7826735635831994e-06,1.4361585860882886e-10,0.0001304144262690138,0.01322959651259073,0.8783211134923873,6.064055986310331,0.2160996025200837,7.344983787488413e-27,1.297367741633117e-06,0.00010935843973500093,2.7506228990193717e-05
445,0.04591141179742925,5.534839892426923e-27,9.63325323695513e-07,8.215071125853036e-05,1.1268758348929739e-06,1.435639255309734e-10,0.0001314539977522174,0.013317677585975081,0.8780392459157572,6.062515969647114,0.2069485769932537,4.56487874314806e-27,8.153439735306677e-07,6.953719463665716e-05,1.6739359569452917e-05
446,0.04768778662857416,3.497560179373288e-27,6.181637768721831e-07,5.35201162932746e-05,7.096004917375304e-07,1.435176115964399e-10,0.00013211313304961045,0.013374287006814393,0.8777782189979344,6.060972746209558,0.2962989279466067,2.8511310436418246e-27,5.162332855308674e-07,4.466557412367297e-05,1.0194660054727805e-05
447,0.049464260585743616,2.2076246529085046e-27,3.9657353743617356e-07,3.490795002451229e-05,4.459086008534835e-07,1.4347474436911363e-10,0.00013252329855779847,0.013409935322697207,0.8775300082337973,6.059427521983577,0.4828620705678707,1.810456884796718e-27,3.3482970691464474e-07,2.9622024628635847e-05,6.224375510457191e-06
448,0.05124062406286971,1.4056925531396196e-27,2.579598563466434e-07,2.321672136472564e-05,2.801478140354743e-07,1.434339529351359e-10,0.00013277559674401132,0.013432184522157749,0.8772894985778841,6.0578811622678845,0.7639372971417204,1.18120603215968e-27,2.2574564589435996e-07,2.065929948733461e-05,3.81691712816995e-06
449,0.05301674409554988,9.120902123207047e-28,1.7256087161853592e-07,1.603386099185017e-05,1.7631408933346062e-07,1.4339440506989308e-10,0.00013292988419318585,0.013446109872653891,0.8770535862380991,6.056334247030166,1.1354513334819651,7.984180871558689e-28,1.5986542137757767e-07,1.533215712006611e-05,2.355261682678904e-06
450,0.05479253804106073,6.087393379912595e-28,1.202232221274074e-07,1.167844152826692e-05,1.1137995612255092e-07,1.4335560390173454e-10,0.00013302396348475028,0.01345495444803452,0.8768204266982325,6.054787146661136,1.5920179427388985,5.62163373170192e-28,1.1958852913308734e-07,1.2171106490640398e-05,1.4651071683965083e-06
451,0.05656795402829487,4.211625441633094e-28,8.808913501417025e-08,9.070656799184064e-06,7.076203584473447e-08,1.4331724985094102e-10,0.00013308111617569996,0.013460734398060902,0.8765889094351084,6.053240091371083,2.127016507852039,4.134642492715376e-28,9.468599031789585e-08,1.0344104103034462e-05,9.203350188078891e-07
452,0.05834295790506281,3.0377181111611984e-28,6.83042673566654e-08,7.5590845286857926e-06,4.5298924604803464e-08,1.4327915459338255e-10,0.00013311554511349165,0.013464700941143805,0.8763583288122696,6.051693223965421,2.732688381528937,3.179451917669882e-28,7.934532847766083e-08,9.404453580809578e-06,5.847005490919347e-07
453,0.060117524910146394,2.2920006256823876e-28,5.6216951511872996e-08,6.77369847703587e-06,2.927085191724882e-08,1.432411895932121e-10,0.00013313598419625189,0.013467655961987008,0.8761281879712022,6.050146635842957,3.4002496141679135,2.5557963603343487e-28,7.031068964207236e-08,9.135299520719413e-06,3.761831934443001e-07
454,0.06189163416447287,1.811794133876394e-28,4.914126498710104e-08,6.52464510419261e-06,1.9121895521662162e-08,1.4320325467959325e-10,0.000133147960062934,0.013470155831269627,0.8758980787660812,6.048600390226656,4.120018458616568,2.146053253315226e-28,6.580924819352522e-08,9.468637125447335e-06,2.453589459779703e-07
455,0.06366526441504243,1.5006061137228291e-28,4.558243952909025e-08,6.743892065065767e-06,1.2646405656192768e-08,1.4316525648421818e-10,0.0001331551662600907,0.013472644159960644,0.8756675967205123,6.0470545372741595,4.881555832678027,1.880376435122957e-28,6.497322685534436e-08,1.0455906513545472e-05,1.6236266376887947e-07
456,0.06543838973593907,1.3010950393393e-28,4.478762131432182e-08,7.46146215094419e-06,8.476714557354208e-09,1.431270896629753e-10,0.00013316029833069425,0.013475548253190809,0.8754362618263576,6.045509125016578,5.673816718411463,1.7170767997673693e-28,6.755741847167368e-08,1.227814764622102e-05,1.0906524511904875e-07
457,0.06721097383917249,1.1792092422311532e-28,4.651000138591008e-08,8.811567975338417e-06,5.7634197170409826e-09,1.4308861494829548e-10,0.00013316558462936738,0.013479367774697444,0.8752034194673628,6.043964209349662,6.485310302693365,1.6316550982660564e-28,7.383894396910945e-08,1.5297608517121078e-05,7.439303481233464e-08
