,S,U1,U2,U3,U4,W1,W2,W3,W4,R,Sv,V1,V2,V3,V4
4541,0.17969297012221452,2.1532783774344954e-83,0.00028694188201581637,0.00019834922569540682,2.615975963946041e-07,7.345545184466591e-35,0.6283497481135906,1.03125735620813,0.37077444153945993,4.789439931311281,13.267591389889239,3.504201785883529e-83,0.000731309564972353,0.0006498682436222573,7.432699368304448e-07
4542,0.18129967060676044,2.9574129557257276e-83,0.00038102823972775614,0.0002712706299270212,5.100810246889268e-07,7.338371475188065e-35,0.6283206295275681,1.0309296755446147,0.37052530552704943,4.78827190984331,12.904636146723153,4.766685103295921e-83,0.0009615837045920064,0.0008795815446524333,1.4330927901104383e-06
4543,0.18285993274238,4.0063430996701395e-83,0.000499447544356028,0.00036618366073067743,9.759298127843402e-07,7.329496788693551e-35,0.6283294849930859,1.0305938822145895,0.37022690808708614,4.787123184827942,12.455901253113094,6.377715486025425e-83,0.0012446968550880052,0.0011718045476654714,2.70313365285667e-06
4544,0.18436257974762407,5.334546647803931e-83,0.0006440493086048163,0.0004861788299299286,1.8234683647095773e-06,7.318534283955248e-35,0.6283846397085904,1.0302537728714403,0.3698682724558579,4.785998683609569,11.927881392818708,8.363958678465426e-83,0.001580697873818951,0.0015311900003929975,4.963994770756891e-06
4545,0.18579630744672163,6.958104148259302e-83,0.000814348783584387,0.0006327150448303902,3.311736620125317e-06,7.305104558609441e-35,0.6284946425331581,1.0299161592716548,0.36943884790217707,4.7849036672812355,11.328232643035037,1.0714481010865467e-82,0.0019628885783791743,0.001955679406069144,8.833153328422289e-06
4546,0.18715113154042748,8.861550930980283e-83,0.0010064152754745651,0.0008044435954768731,5.820110658249026e-06,7.288889059834051e-35,0.6286674322455663,1.0295913533177918,0.3689301726675488,4.783843231247038,10.665666767055097,1.3362991405706554e-82,0.0023757471331454848,0.0024333402735018743,1.516094936516806e-05
4547,0.18842029219223946,1.098487324712906e-82,0.0012119665909596092,0.0009960354210758484,9.854587062300896e-06,7.269697576490495e-35,0.6289092081170843,1.029293092443116,0.3683379665063696,4.7828215841420745,9.949828737739022,1.6174313117180004e-82,0.00279390942277603,0.0029399397443437914,2.498822142707013e-05
4548,0.189602373721541,1.3214702222607175e-82,0.001418047555241401,0.0011973725471345748,1.600948022821523e-05,7.247540142946294e-35,0.6292230923408886,1.0290376045166558,0.3676643415387925,4.781841158299499,9.191157330265494,1.8941723505869785e-82,0.003183069301784719,0.003438436124907743,3.938159376120424e-05
4549,0.1907032074620735,1.5384621082981666e-82,0.0016076740986450118,0.0013935472973892926,2.4856856380106634e-05,7.222687507030233e-35,0.629607771920563,1.0288416487986374,0.3669196112185176,4.780901682347777,8.400729091686383,2.140143438091505e-82,0.0035034171012584747,0.003881518994792235,5.910742265522683e-05
4550,0.1917370018565454,1.7288740029371965e-82,0.001761669892946284,0.0015660510814228907,3.674984700062048e-05,7.195700964934409e-35,0.6300564002386598,1.0287196544833008,0.36612305367676107,4.779999418923345,7.5900873245766896,2.3267103160448187e-82,0.003715598328823489,0.004217739772653411,8.416427309941346e-05
4551,0.19272617261402145,1.8709733157207725e-82,0.0018615974550483152,0.0016952726202097694,5.1563249478801984e-05,7.167414689217374e-35,0.6305560835456016,1.0286804527312199,0.36530205257305265,4.77912680521135,6.771059807997106,2.4280906396082063e-82,0.003788247822737581,0.004400643728743016,0.00011329621519352096
4552,0.19369957813637476,1.94577099751726e-82,0.0018932648179327194,0.0017639904053839911,6.845010398940647e-05,7.138862986514107e-35,0.6310882349542958,1.028724421978462,0.36448935995819626,4.778272699645348,5.955571219455855,2.4270171529774093e-82,0.0037052646989737792,0.004398954712582213,0.0001437156462110994
4553,0.1946892713092004,1.9411158403463917e-82,0.0018499335693755695,0.0017610753492477273,8.574019336276656e-05,7.111159585469404e-35,0.6316299295182586,1.0288419644401046,0.36371876364869116,4.7774233219717415,5.1554576451164404,2.3193185878805263e-82,0.003470590365995417,0.004204874648904706,0.0001712953704903327
4554,0.19572633554358473,1.854812236165805e-82,0.0017342521596881335,0.0016843345510800184,0.00010110446847534571,7.08535137523922e-35,0.6321561605491967,1.029013986515385,0.3630200296756781,4.776563796536896,4.3822902739433225,2.1158016447547805e-82,0.003108681933215993,0.0038375699672915154,0.0001913675216736569
4555,0.19683670672461334,1.6956850560389326e-82,0.001558202897432256,0.001541517816276496,0.00011202763038037227,7.06227894216969e-35,0.6326426452982127,1.0292144974171669,0.36241437802069315,4.77568002419521,3.6472131038380584,1.840537900688052e-82,0.0026601313623333344,0.003340193907512199,0.0001999899928970938
4556,0.19803794748986425,1.4820828633535277e-82,0.0013409344215122444,0.0013490171154722495,0.00011648416231525913,7.042476240973115e-35,0.6330686463676074,1.0294147658647244,0.3619117185340242,4.774760486044464,2.960795936802341,1.5258678545206703e-82,0.0021735198342141414,0.0027709663024925815,0.0001952344221649423
4557,0.19933769184041608,1.2381528178665527e-82,0.0011050388929698784,0.0011285469842877871,0.00011357418942016312,7.026131130615925e-35,0.6334192372748693,1.0295879646081456,0.3615103698939218,4.773797576315955,2.3329005369376237,1.205617319201537e-82,0.0016959049429987913,0.0021909758875484978,0.00017792016035465878
4558,0.20073399999448313,9.88983713025982e-83,0.0008723357393985593,0.0009027821475620918,0.00010384138415342756,7.013111043069635e-35,0.6336865686505171,1.0297131054865405,0.3611991830783208,4.77278818351901,1.772556042414823,9.086218248554569e-83,0.0012647122269044246,0.0016524739595473973,0.00015140813902744807
4559,0.2022173314733413,7.560537689926109e-83,0.0006603255023227828,0.0006912399595502065,8.911422918521169e-05,7.003040221153788e-35,0.6338699443134307,1.0297773644277757,0.3609612318488101,4.771733448245569,1.2878402907624709,6.543922339850885e-83,0.0009030910531274408,0.0011909790931054183,0.00012051288172623272
4560,0.2037734499948666,5.54193534874533e-83,0.00048014965815969994,0.0005075014226260215,7.193220117509537e-05,6.995403107174002e-35,0.6339748080585513,1.0297764664194775,0.3607778451869867,4.770637847058141,0.8857662306097422,4.517935436987776e-83,0.0006193821132600029,0.0008227978324119102,9.0026169948156e-05
4561,0.20538644243503784,3.9061780234987396e-83,0.00033630529526952965,0.0003582843462705398,5.4810112623673136e-05,6.989646104143897e-35,0.6340109797241704,1.0297133957161093,0.3606318761383272,4.7695079062321755,0.5721757496302684,3.0045137667792003e-83,0.00040991528596798893,0.0005474834599922863,6.349426341984781e-05
